基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980050523   900 Q
1512   1980050600  1020 Q
1512   1980050601  1160 Q
1512   1980050602  1230 Q
1512   1980050603  1230 Q
1512   1980050604  1160 Q
1512   1980050605  1080 Q
1512   1980050606   990 Q
1512   1980050607   950 Q
1512   1980050608   930 Q
1512   1980050609   920 Q
1512   1980050610   940 Q
1512   1980050611   970 Q
1512   1980050612   980 Q
1512   1980050613   980 Q
1512   1980050614   960 Q
1512   1980050615   880 Q
1512   1980050616   760 Q
1512   1980050617   640 Q
1512   1980050618   520 Q
1512   1980050619   460 Q
1512   1980050620   450 Q
1512   1980050621   500 Q
1512   1980050622   610 Q
1512   1980050623   770 Q
1512   1980050700   930 Q
1512   1980050701  1070 Q
1512   1980050702  1190 Q
1512   1980050703  1250 Q
1512   1980050704  1250 Q
1512   1980050705  1190 Q
1512   1980050706  1110 Q
1512   1980050707  1040 Q
1512   1980050708   980 Q
1512   1980050709   920 Q
1512   1980050710   880 Q
1512   1980050711   900 Q
1512   1980050712   940 Q
1512   1980050713   960 Q
1512   1980050714   970 Q
1512   1980050715   960 Q
1512   1980050716   920 Q
1512   1980050717   830 Q
1512   1980050718   680 Q
1512   1980050719   570 Q
1512   1980050720   490 Q
1512   1980050721   460 Q
1512   1980050722   490 Q
1512   1980050723   600 Q
1512   1980050800   750 Q
1512   1980050801   920 Q
1512   1980050802  1080 Q
1512   1980050803  1210 Q
1512   1980050804  1280 Q
1512   1980050805  1280 Q
1512   1980050806  1220 Q
1512   1980050807  1130 Q
1512   1980050808  1040 Q
1512   1980050809   980 Q
1512   1980050810   910 Q
1512   1980050811   870 Q
1512   1980050812   890 Q
1512   1980050813   930 Q
1512   1980050814   960 Q
1512   1980050815  1010 Q
1512   1980050816  1030 Q
1512   1980050817  1000 Q
1512   1980050818   920 Q
1512   1980050819   790 Q
1512   1980050820   660 Q
1512   1980050821   570 Q
1512   1980050822   530 Q
1512   1980050823   570 Q
1512   1980050900   660 Q
1512   1980050901   810 Q
1512   1980050902   970 Q
1512   1980050903  1130 Q
1512   1980050904  1270 Q
1512   1980050905  1330 Q
1512   1980050906  1330 Q
1512   1980050907  1260 Q
1512   1980050908  1140 Q
1512   1980050909   990 Q
1512   1980050910   900 Q
1512   1980050911   850 Q
1512   1980050912   830 Q
1512   1980050913   850 Q
1512   1980050914   910 Q
1512   1980050915   960 Q
1512   1980050916  1010 Q
1512   1980050917  1020 Q
1512   1980050918   990 Q
1512   1980050919   900 Q
1512   1980050920   770 Q
1512   1980050921   640 Q
1512   1980050922   540 Q
1512   1980050923   500 Q
1512   1980051000   520 Q
1512   1980051001   610 Q
1512   1980051002   760 Q
1512   1980051003   900 Q
1512   1980051004  1060 Q
1512   1980051005  1160 Q
1512   1980051006  1220 Q
1512   1980051007  1200 Q
1512   1980051008  1120 Q
1512   1980051009  1000 Q
1512   1980051010   870 Q
1512   1980051011   770 Q
1512   1980051012   700 Q
1512   1980051013   680 Q
1512   1980051014   730 Q
1512   1980051015   800 Q
1512   1980051016   880 Q
1512   1980051017   950 Q
1512   1980051018   990 Q
1512   1980051019  1000 Q
1512   1980051020   930 Q
1512   1980051021   810 Q
1512   1980051022   670 Q
1512   1980051023   580 Q
1512   1980051100   550 Q
1512   1980051101   580 Q
1512   1980051102   670 Q
1512   1980051103   800 Q
1512   1980051104   940 Q
1512   1980051105  1090 Q
1512   1980051106  1170 Q
1512   1980051107  1220 Q
1512   1980051108  1180 Q
1512   1980051109  1070 Q
1512   1980051110   930 Q
1512   1980051111   790 Q
1512   1980051112   710 Q
1512   1980051113   660 Q
1512   1980051114   690 Q
1512   1980051115   770 Q
1512   1980051116   870 Q
1512   1980051117   970 Q
1512   1980051118  1060 Q
1512   1980051119  1110 Q
1512   1980051120  1110 Q
1512   1980051121  1040 Q
1512   1980051122   890 Q
1512   1980051123   770 Q
1512   1980051200   690 Q
1512   1980051201   670 Q
1512   1980051202   700 Q
1512   1980051203   800 Q
1512   1980051204   930 Q
1512   1980051205  1050 Q
1512   1980051206  1130 Q
1512   1980051207  1200 Q
1512   1980051208  1200 Q
1512   1980051209  1120 Q
1512   1980051210   980 Q
1512   1980051211   780 Q
1512   1980051212   660 Q
1512   1980051213   590 Q
1512   1980051214   580 Q
1512   1980051215   660 Q
1512   1980051216   770 Q
1512   1980051217   910 Q
1512   1980051218  1030 Q
1512   1980051219  1130 Q
1512   1980051220  1200 Q
1512   1980051221  1200 Q
1512   1980051222  1110 Q
1512   1980051223   960 Q
1512   1980051300   840 Q
1512   1980051301   750 Q
1512   1980051302   740 Q
1512   1980051303   800 Q
1512   1980051304   910 Q
1512   1980051305  1030 Q
1512   1980051306  1110 Q
1512   1980051307  1180 Q
1512   1980051308  1230 Q
1512   1980051309  1210 Q
1512   1980051310  1070 Q
1512   1980051311   900 Q
1512   1980051312   690 Q
1512   1980051313   590 Q
1512   1980051314   540 Q
1512   1980051315   620 Q
1512   1980051316   710 Q
1512   1980051317   880 Q
1512   1980051318  1020 Q
1512   1980051319  1160 Q
1512   1980051320  1280 Q
1512   1980051321  1350 Q
1512   1980051322  1330 Q
1512   1980051323  1230 Q
1512   1980051400  1070 Q
1512   1980051401   940 Q
1512   1980051402   870 Q
1512   1980051403   890 Q
1512   1980051404   950 Q
1512   1980051405  1040 Q
1512   1980051406  1130 Q
1512   1980051407  1190 Q
1512   1980051408  1220 Q
1512   1980051409  1220 Q
1512   1980051410  1150 Q
1512   1980051411   930 Q
1512   1980051412   770 Q
1512   1980051413   550 Q
1512   1980051414   430 Q
1512   1980051415   410 Q
1512   1980051416   500 Q
1512   1980051417   650 Q
1512   1980051418   820 Q
1512   1980051419   970 Q
1512   1980051420  1120 Q
1512   1980051421  1340 Q
1512   1980051422  1330 Q
1512   1980051423  1290 Q
1512   1980051500  1200 Q
1512   1980051501  1080 Q
1512   1980051502   960 Q
1512   1980051503   910 Q
1512   1980051504   910 Q
1512   1980051505   970 Q
1512   1980051506  1060 Q
1512   1980051507  1120 Q
1512   1980051508  1180 Q
1512   1980051509  1230 Q
1512   1980051510  1210 Q
1512   1980051511  1100 Q
1512   1980051512   900 Q
1512   1980051513   680 Q
1512   1980051514   510 Q
1512   1980051515   410 Q
1512   1980051516   430 Q
1512   1980051517   580 Q
1512   1980051518   770 Q
1512   1980051519   950 Q
1512   1980051520  1160 Q
1512   1980051521  1290 Q
1512   1980051522  1410 Q
1512   1980051523  1490 Q
1512   1980051600  1430 Q
1512   1980051601  1300 Q
1512   1980051602  1140 Q
1512   1980051603  1040 Q
1512   1980051604  1000 Q
1512   1980051605  1040 Q
1512   1980051606  1080 Q
1512   1980051607  1130 Q
1512   1980051608  1180 Q
1512   1980051609  1210 Q
1512   1980051610  1200 Q
1512   1980051611  1120 Q
1512   1980051612   960 Q
1512   1980051613   760 Q
1512   1980051614   560 Q
1512   1980051615   360 Q
1512   1980051616   310 Q
1512   1980051617   330 Q
1512   1980051618   450 Q
1512   1980051619   610 Q
1512   1980051620   770 Q
1512   1980051621   980 Q
1512   1980051622  1140 Q
1512   1980051623  1250 Q
1512   1980051700  1290 Q
1512   1980051701  1270 Q
1512   1980051702  1190 Q
1512   1980051703  1090 Q
1512   1980051704   970 Q
1512   1980051705   940 Q
1512   1980051706   940 Q
1512   1980051707   990 Q
1512   1980051708  1030 Q
1512   1980051709  1070 Q
1512   1980051710  1090 Q
1512   1980051711  1050 Q
1512   1980051712   940 Q
1512   1980051713   800 Q
1512   1980051714   630 Q
1512   1980051715   450 Q
1512   1980051716   320 Q
1512   1980051717   260 Q
1512   1980051718   300 Q
1512   1980051719   400 Q
1512   1980051720   550 Q
1512   1980051721   730 Q
1512   1980051722   940 Q
1512   1980051723  1120 Q
1512   1980051800  1220 Q
1512   1980051801  1270 Q
1512   1980051802  1260 Q
1512   1980051803  1190 Q
1512   1980051804  1110 Q
1512   1980051805  1040 Q
1512   1980051806   990 Q
1512   1980051807   970 Q
1512   1980051808  1000 Q
1512   1980051809  1040 Q
1512   1980051810  1070 Q
1512   1980051811  1080 Q
1512   1980051812  1040 Q
1512   1980051813   970 Q
1512   1980051814   860 Q
1512   1980051815   700 Q
1512   1980051816   540 Q
1512   1980051817   410 Q
1512   1980051818   350 Q
1512   1980051819   370 Q
1512   1980051820   470 Q
1512   1980051821   620 Q
1512   1980051822   810 Q
1512   1980051823  1000 Q
1512   1980051900  1160 Q
1512   1980051901  1290 Q
1512   1980051902  1340 Q
1512   1980051903  1300 Q
1512   1980051904  1230 Q
1512   1980051905  1150 Q
1512   1980051906  1070 Q
1512   1980051907  1000 Q
1512   1980051908   970 Q
1512   1980051909   960 Q
1512   1980051910  1000 Q
1512   1980051911  1050 Q
1512   1980051912  1070 Q
1512   1980051913  1060 Q
1512   1980051914  1030 Q
1512   1980051915   910 Q
1512   1980051916   780 Q
1512   1980051917   630 Q
1512   1980051918   520 Q
1512   1980051919   470 Q
1512   1980051920   500 Q
1512   1980051921   600 Q
1512   1980051922   740 Q
1512   1980051923   900 Q
1512   1980052000  1070 Q
1512   1980052001  1230 Q
1512   1980052002  1350 Q
1512   1980052003  1410 Q
1512   1980052004  1390 Q
1512   1980052005  1310 Q
1512   1980052006  1220 Q
1512   1980052007  1140 Q
1512   1980052008  1070 Q
1512   1980052009  1030 Q
1512   1980052010  1020 Q
1512   1980052011  1050 Q
1512   1980052012  1080 Q
1512   1980052013  1100 Q
1512   1980052014  1120 Q
1512   1980052015  1090 Q
1512   1980052016  1000 Q
1512   1980052017   880 Q
1512   1980052018   750 Q
1512   1980052019   670 Q
1512   1980052020   630 Q
1512   1980052021   640 Q
1512   1980052022   730 Q
1512   1980052023   850 Q
1512   1980052100   980 Q
1512   1980052101  1120 Q
1512   1980052102  1250 Q
1512   1980052103  1360 Q
1512   1980052104  1400 Q
1512   1980052105  1370 Q
1512   1980052106  1290 Q
1512   1980052107  1180 Q
1512   1980052108  1080 Q
1512   1980052109   990 Q
1512   1980052110   950 Q
1512   1980052111   930 Q
1512   1980052112   950 Q
1512   1980052113   990 Q
1512   1980052114  1030 Q
1512   1980052115  1040 Q
1512   1980052116  1030 Q
1512   1980052117   960 Q
1512   1980052118   860 Q
1512   1980052119   760 Q
1512   1980052120   690 Q
1512   1980052121   650 Q
1512   1980052122   630 Q
1512   1980052123   700 Q
1512   1980052200   820 Q
1512   1980052201   960 Q
1512   1980052202  1090 Q
1512   1980052203  1210 Q
1512   1980052204  1300 Q
1512   1980052205  1340 Q
1512   1980052206  1290 Q
1512   1980052207  1200 Q
1512   1980052208  1110 Q
1512   1980052209  1000 Q
1512   1980052210   900 Q
1512   1980052211   830 Q
1512   1980052212   810 Q
1512   1980052213   850 Q
1512   1980052214   900 Q
1512   1980052215   950 Q
1512   1980052216   980 Q
1512   1980052217  1000 Q
1512   1980052218   980 Q
1512   1980052219   900 Q
1512   1980052220   820 Q
1512   1980052221   740 Q
1512   1980052222   690 Q
1512   1980052223   700 Q
1512   1980052300   750 Q
1512   1980052301   840 Q
1512   1980052302   940 Q
1512   1980052303  1070 Q
1512   1980052304  1190 Q
1512   1980052305  1280 Q
1512   1980052306  1320 Q
1512   1980052307  1300 Q
1512   1980052308  1210 Q
1512   1980052309  1100 Q
1512   1980052310   970 Q
1512   1980052311   880 Q
1512   1980052312   830 Q
1512   1980052313   820 Q
1512   1980052314   860 Q
1512   1980052315   920 Q
1512   1980052316   970 Q
1512   1980052317  1030 Q
1512   1980052318  1060 Q
1512   1980052319  1050 Q
1512   1980052320  1000 Q
1512   1980052321   920 Q
1512   1980052322   860 Q
1512   1980052323   820 Q
1512   1980052400   820 Q
1512   1980052401   850 Q
1512   1980052402   950 Q
1512   1980052403  1050 Q
1512   1980052404  1150 Q
1512   1980052405  1230 Q
1512   1980052406  1300 Q
1512   1980052407  1340 Q
1512   1980052408  1290 Q
1512   1980052409  1200 Q
1512   1980052410  1070 Q
1512   1980052411   950 Q
1512   1980052412   880 Q
1512   1980052413   860 Q
1512   1980052414   890 Q
1512   1980052415   960 Q
1512   1980052416  1040 Q
1512   1980052417  1110 Q
1512   1980052418  1170 Q
1512   1980052419  1200 Q
1512   1980052420  1190 Q
1512   1980052421  1130 Q
1512   1980052422  1060 Q
1512   1980052423  1000 Q
1512   1980052500   970 Q
1512   1980052501   980 Q
1512   1980052502  1050 Q
1512   1980052503  1130 Q
1512   1980052504  1230 Q
1512   1980052505  1300 Q
1512   1980052506  1330 Q
1512   1980052507  1340 Q
1512   1980052508  1290 Q
1512   1980052509  1200 Q
1512   1980052510  1060 Q
1512   1980052511   930 Q
1512   1980052512   830 Q
1512   1980052513   800 Q
1512   1980052514   800 Q
1512   1980052515   860 Q
1512   1980052516   950 Q
1512   1980052517  1040 Q
1512   1980052518  1100 Q
1512   1980052519  1170 Q
1512   1980052520  1170 Q
1512   1980052521  1140 Q
1512   1980052522  1060 Q
1512   1980052523   980 Q
1512   1980052600   930 Q
1512   1980052601   910 Q
1512   1980052602   940 Q
1512   1980052603   980 Q
1512   1980052604  1070 Q
1512   1980052605  1140 Q
1512   1980052606  1200 Q
1512   1980052607  1260 Q
1512   1980052608  1280 Q
1512   1980052609  1200 Q
1512   1980052610  1170 Q
1512   1980052611  1000 Q
1512   1980052612   930 Q
1512   1980052613   880 Q
1512   1980052614   830 Q
1512   1980052615   880 Q
1512   1980052616   930 Q
1512   1980052617  1050 Q
1512   1980052618  1150 Q
1512   1980052619  1230 Q
1512   1980052620  1280 Q
1512   1980052621  1290 Q
1512   1980052622  1170 Q
1512   1980052623  1070 Q
1512   1980052700   950 Q
1512   1980052701   930 Q
1512   1980052702   920 Q
1512   1980052703   930 Q
1512   1980052704   960 Q
1512   1980052705  1030 Q
1512   1980052706  1090 Q
1512   1980052707  1130 Q
1512   1980052708  1120 Q
1512   1980052709  1090 Q
1512   1980052710  1020 Q
1512   1980052711   850 Q
1512   1980052712   700 Q
1512   1980052713   580 Q
1512   1980052714   500 Q
1512   1980052715   480 Q
1512   1980052716   520 Q
1512   1980052717   620 Q
1512   1980052718   730 Q
1512   1980052719   870 Q
1512   1980052720   980 Q
1512   1980052721  1050 Q
1512   1980052722  1080 Q
1512   1980052723  1070 Q
1512   1980052800  1000 Q
1512   1980052801   940 Q
1512   1980052802   880 Q
1512   1980052803   850 Q
1512   1980052804   860 Q
1512   1980052805   880 Q
1512   1980052806   910 Q
1512   1980052807   970 Q
1512   1980052808  1000 Q
1512   1980052809  1020 Q
1512   1980052810   980 Q
1512   1980052811   900 Q
1512   1980052812   780 Q
1512   1980052813   650 Q
1512   1980052814   560 Q
1512   1980052815   540 Q
1512   1980052816   600 Q
1512   1980052817   720 Q
1512   1980052818   870 Q
1512   1980052819  1010 Q
1512   1980052820  1140 Q
1512   1980052821  1250 Q
1512   1980052822  1300 Q
1512   1980052823  1300 Q
1512   1980052900  1230 Q
1512   1980052901  1160 Q
1512   1980052902  1090 Q
1512   1980052903  1070 Q
1512   1980052904  1060 Q
1512   1980052905  1060 Q
1512   1980052906  1090 Q
1512   1980052907  1120 Q
1512   1980052908  1140 Q
1512   1980052909  1130 Q
1512   1980052910  1100 Q
1512   1980052911  1020 Q
1512   1980052912   880 Q
1512   1980052913   710 Q
1512   1980052914   600 Q
1512   1980052915   540 Q
1512   1980052916   580 Q
1512   1980052917   680 Q
1512   1980052918   800 Q
1512   1980052919   960 Q
1512   1980052920  1100 Q
1512   1980052921  1230 Q
1512   1980052922  1330 Q
1512   1980052923  1360 Q
1512   1980053000  1310 Q
1512   1980053001  1240 Q
1512   1980053002  1160 Q
1512   1980053003  1100 Q
1512   1980053004  1090 Q
1512   1980053005  1080 Q
1512   1980053006  1100 Q
1512   1980053007  1130 Q
1512   1980053008  1160 Q
1512   1980053009  1150 Q
1512   1980053010  1130 Q
1512   1980053011  1050 Q
1512   1980053012   900 Q
1512   1980053013   730 Q
1512   1980053014   580 Q
1512   1980053015   520 Q
1512   1980053016   520 Q
1512   1980053017   600 Q
1512   1980053018   730 Q
1512   1980053019   880 Q
1512   1980053020  1040 Q
1512   1980053021  1200 Q
1512   1980053022  1320 Q
1512   1980053023  1380 Q
1512   1980053100  1380 Q
1512   1980053101  1300 Q
1512   1980053102  1210 Q
1512   1980053103  1130 Q
1512   1980053104  1100 Q
1512   1980053105  1080 Q
1512   1980053106  1100 Q
1512   1980053107  1130 Q
1512   1980053108  1150 Q
1512   1980053109  1180 Q
1512   1980053110  1160 Q
1512   1980053111  1110 Q
1512   1980053112  1000 Q
1512   1980053113   840 Q
1512   1980053114   640 Q
1512   1980053115   540 Q
1512   1980053116   500 Q
1512   1980053117   520 Q
1512   1980053118   630 Q
1512   1980053119   770 Q
1512   1980053120   980 Q
